#time (h), cphase (deg), error (deg)
0.087796 -29.485400 4.316915
0.090875 -31.454800 4.612771
0.093954 -35.332600 4.568102
0.097033 -36.132000 4.555262
0.100112 -26.735900 5.406913
0.103192 -40.937700 5.107082
0.106271 -36.250100 4.970781
0.109350 -43.844100 5.003392
0.112429 -44.085500 4.823618
0.115508 -41.455400 5.505603
0.118587 -44.770000 4.883432
0.121667 -39.598000 4.723649
0.124746 -45.497900 5.143384
0.127825 -44.967400 5.327225
0.130904 -44.756900 4.918800
0.133983 -57.605900 5.877473
0.137063 -47.766800 5.239748
0.140142 -69.170300 5.511168
0.143221 -57.355700 5.813878
0.146300 -59.536700 6.121778
0.149379 -56.217500 6.257241
0.152458 -65.254700 6.484690
0.155537 -61.055000 6.644170
0.158617 -67.215700 6.641116
0.161696 -82.473200 8.564200
0.164775 -73.197200 7.955080
0.167854 -65.401700 10.553343
0.170933 -69.458700 7.481907
0.174012 -88.056000 9.206935
0.177092 -85.467200 11.852966
0.180171 -76.968000 10.116370
0.183250 -86.660600 11.878713
0.186329 -97.690600 7.604612
0.189408 -90.105000 16.085147
0.192488 -86.474800 8.378016
0.195567 -58.565700 11.494940
0.198646 -78.972400 7.096130
0.201725 -76.743900 9.167005
0.204804 -76.437900 10.402118
0.207883 -65.463300 12.014003
0.210962 -80.956800 12.517514
0.214042 -67.121000 11.139643
0.217121 -65.266100 7.759582
0.220200 -79.284200 8.085290
0.223279 -61.258000 7.804884
0.226358 -74.076300 7.985664
0.229437 -56.959600 7.266667
0.232517 -64.021900 7.663579
0.235596 -62.385800 7.195847
0.238675 -66.221400 7.656463
0.241754 -63.919900 6.333694
0.244833 -49.471800 7.335748
0.247913 -48.751400 8.094831
0.250992 -50.912600 5.626356
0.254071 -47.581000 6.706516
0.257150 -47.548400 5.408653
0.260229 -46.051700 7.189364
0.263308 -40.678500 6.259360
0.266387 -39.356800 6.008966
0.269467 -45.679600 6.683219
0.272546 -33.082700 7.289458
0.275625 -35.314300 6.772268
0.278704 -30.026000 7.280367
0.281783 -32.533700 6.353986
0.284863 -26.087000 7.120961
0.287942 -32.426200 5.643943
0.291021 -21.904500 7.527400
0.294100 -27.251900 6.267483
0.297179 -27.161100 6.282839
0.300258 -24.986700 6.148839
0.303337 -36.198500 7.140938
0.306417 -23.988300 5.806020
0.309496 -29.165400 7.328616
0.312575 -29.487000 6.159081
0.315654 -22.762900 7.850031
0.318733 -15.320700 7.417854
0.321813 -18.767900 6.897606
0.324892 -28.904600 7.418421
0.327971 -35.152300 8.024803
0.331050 -45.265800 9.120668
0.334129 -59.678900 7.930754
0.337208 -36.250400 8.752386
0.340288 -31.289000 7.129484
0.343367 -48.920800 7.150926
0.346446 -43.269100 6.433033
0.349525 -43.926200 6.586766
0.352604 -49.688300 5.119681
0.355683 -45.416000 5.890869
0.358762 -47.789400 4.905377
0.361842 -49.897400 5.039698
0.364921 -47.084600 5.000948
0.368000 -47.680500 4.156235
0.371079 -50.940400 3.764148
0.374158 -60.042900 3.957753
0.377238 -48.003100 3.964452
0.380317 -52.304500 4.203053
0.383396 -54.293700 3.913107
0.386475 -47.884500 3.709803
0.389554 -54.944800 4.037070
0.392633 -49.876600 4.493496
0.395713 -52.771100 4.321463
0.398792 -58.729000 3.952370
0.401871 -53.691100 4.990056
0.404950 -58.172900 4.099829
0.408029 -48.706500 3.901300
0.411108 -49.292000 4.660486
0.414187 -57.555100 4.625538
0.417267 -60.795200 4.185903
0.420346 -62.042500 4.464184
0.423425 -63.481300 4.216312
0.426504 -55.236400 4.454083
0.429583 -58.932200 4.359092
0.432663 -52.696700 3.720078
0.435742 -44.141900 4.129413
0.438821 -46.090100 4.356053
0.441900 -46.009800 3.757602
0.444979 -48.933900 4.111728
0.448058 -43.963300 3.910305
0.451138 -46.817700 3.947834
0.454217 -47.115500 4.121961
0.457296 -45.472100 3.760076
0.460375 -43.727900 3.844506
0.463454 -39.511800 3.686270
0.466533 -37.291900 3.226429
0.469612 -43.739200 3.336890
0.472692 -45.716000 3.404829
0.475771 -43.306100 3.393634
0.478850 -35.181100 3.581123
0.481929 -42.710900 3.346924
0.485008 -37.700400 3.382028
0.488088 -40.437900 3.039204
0.491167 -45.356800 3.214629
0.494246 -43.052500 3.126534
0.497325 -36.266900 3.477998
0.500404 -45.721100 3.360022
0.503483 -44.021800 3.714437
0.506563 -43.858900 3.823013
0.509642 -36.400600 3.638919
0.512721 -38.787400 3.336830
0.515800 -30.490900 3.622855
0.518879 -30.682000 3.426025
0.521958 -39.667800 3.868183
0.525038 -44.385400 3.685717
0.528117 -32.520100 4.050969
0.531196 -32.502100 4.132331
0.534275 -34.042100 4.806663
0.537354 -26.287300 4.771505
0.540433 -36.049800 4.459595
0.543512 -36.938800 4.131787
0.546592 -27.612900 4.250479
0.549671 -37.506300 4.707166
0.552750 -31.449800 5.106825
0.555829 -36.154200 4.558874
0.558908 -39.149500 5.208140
0.561987 -44.500800 5.330267
0.565067 -34.846400 5.282925
0.568146 -42.608700 5.756171
0.571225 -40.365800 5.595283
0.574304 -28.740000 5.900050
0.577383 -47.114700 6.414068
0.580462 -52.584100 7.482763
0.583542 -49.696400 6.090777
0.586621 -34.594200 7.096518
0.589700 -39.693600 7.175506
0.592779 -42.442400 7.365471
0.595858 -51.141300 7.376271
0.598938 -37.985300 6.068695
0.602017 -51.200000 8.233615
0.605096 -32.518500 6.820734
0.608175 -33.668800 6.636880
0.611254 -47.544600 8.893361
0.614333 -51.598600 8.262392
0.617413 -32.828300 6.472770
0.620492 -42.871200 6.873269
0.623571 -40.662700 7.321627
0.626650 -21.904900 6.600333
0.629729 -40.068700 8.019766
0.632808 -48.036300 7.943386
0.635888 -32.038200 11.314040
0.638967 -33.660600 8.079968
0.642046 -40.546500 6.798283
0.645125 -27.797400 7.721695
0.648204 -36.326400 5.585119
0.651283 -26.937600 7.291450
0.654362 -47.640400 6.262297
0.657442 -46.777700 8.011925
0.660521 -42.698700 7.502277
0.663600 -21.691400 6.923766
0.666679 -25.260200 7.474878
0.669758 -36.596600 7.057589
0.672837 -48.343200 6.269892
0.675917 -25.644900 6.584380
0.678996 -31.875700 6.733603
0.682075 -9.378600 5.893971
0.685154 -22.581000 6.498806
0.688233 -24.847900 5.554744
0.691312 -20.210400 5.803698
0.694392 -26.880200 5.652394
0.697471 -27.141300 6.020662
0.700550 -8.998100 6.028487
0.703629 -22.666700 5.492640
0.706708 -22.577900 6.294472
0.709788 -13.698000 7.030892
0.712867 -15.474500 6.475154
0.715946 -12.415800 6.299394
0.719025 -11.063300 7.386729
0.722104 -4.217200 7.100727
0.725183 -4.220400 6.179392
0.728263 1.805000 7.493313
0.731342 9.369400 6.939062
0.734421 19.647400 6.920184
0.737500 5.600200 9.277768
0.740579 -1.009700 9.965219
0.743658 12.636300 9.728070
0.746738 22.861400 9.024139
0.749817 25.776600 7.289311
0.752896 21.997100 8.000855
0.755975 4.934600 12.467225
0.759054 3.110900 11.188811
0.762133 -7.717400 8.461588
0.765212 -16.909400 9.628975
0.768292 -18.333500 10.058132
0.771371 -7.645000 9.299536
0.774450 -13.800400 9.235070
0.777529 -45.897500 11.174262
0.780608 -23.004600 11.380655
0.783687 -13.648500 8.819228
0.786767 -25.821100 13.910343
0.789846 -36.930700 8.913636
0.792925 -24.448400 10.386949
0.796004 -30.400500 7.583192
0.799083 -48.074500 10.302392
0.802163 -44.015700 7.939874
0.805242 -50.402500 8.478336
0.808321 -45.741000 6.870723
0.811400 -63.956800 8.577253
0.814479 -57.782500 6.300072
0.817558 -56.696400 6.817570
0.820638 -55.671100 7.619100
0.823717 -68.178800 6.854204
0.826796 -66.813600 6.887467
0.829875 -66.681000 7.773069
0.832954 -75.990400 8.924029
0.836033 -66.746100 8.026646
0.839113 -58.692400 7.491693
0.842192 -53.491400 7.037332
0.845271 -62.831900 8.028124
0.848350 -51.807700 7.322658
0.851429 -49.067000 6.849165
0.854508 -56.383800 8.964198
0.857587 -42.452700 9.076036
0.860667 -56.843400 8.331715
0.863746 -48.172500 6.322619
0.866825 -46.302000 8.028603
0.869904 -47.668300 9.155592
0.872983 -55.602900 9.313793
0.876062 -53.879200 7.811094
0.879142 -43.649600 7.280031
0.882221 -46.549700 6.522539
0.885300 -63.283900 5.890484
0.888379 -58.896300 6.430156
0.891458 -56.378500 5.686083
0.894537 -53.037200 6.165297
0.897617 -69.619800 5.266964
0.900696 -67.862600 6.456302
0.903775 -69.925900 6.224574
0.906854 -76.971000 6.743212
0.909933 -73.090600 6.126526
0.913013 -69.747600 5.707366
0.916092 -68.428200 5.498313
0.919171 -74.486300 5.578328
0.922250 -76.599500 5.979655
0.925329 -78.253700 5.344289
0.928408 -69.859900 6.101473
0.931488 -78.762300 5.774710
0.934567 -74.039500 6.029594
0.937646 -76.222600 5.620754
0.940725 -72.229400 6.006166
0.943804 -70.323300 5.127526
0.946883 -76.177900 6.043628
0.949963 -88.864500 5.062302
0.953042 -77.257900 4.989736
0.956121 -79.531000 4.817161
0.959200 -75.493000 5.186446
0.962279 -82.243900 5.489858
0.965358 -80.535700 4.561607
0.968437 -64.155200 4.664473
0.971517 -77.495100 4.637852
0.974596 -68.442700 4.715542
0.977675 -73.765100 4.799099
0.980754 -71.260600 4.504741
0.983833 -73.527200 5.619717
0.986912 -77.839700 5.419987
0.989992 -78.238100 5.130049
0.993071 -89.088700 4.741931
0.996150 -98.921500 4.851398
0.999229 -85.433400 4.719617
1.002308 -81.888000 4.570057
1.005388 -99.422200 4.478163
1.008467 -101.455900 4.362091
1.011546 -93.390900 4.898783
1.014625 -99.260200 4.621536
1.017704 -104.348500 4.763484
1.020783 -107.410600 4.575005
1.023862 -107.826300 4.151924
1.026942 -108.633300 4.276167
1.030021 -117.417300 4.458927
1.033100 -124.831800 4.654068
1.036179 -112.927400 4.100496
1.039258 -119.048800 4.581362
1.042337 -116.611000 4.662329
1.045417 -130.236700 5.207395
1.048496 -144.370500 5.894360
1.051575 -148.348000 5.506051
1.054654 -144.728000 5.590169
1.057733 -142.561100 5.628093
1.060812 -145.127200 6.101197
1.063892 -142.059400 5.759871
1.066971 -136.507300 5.485152
1.070050 -144.336200 6.546950
1.073129 -148.730200 6.341360
1.076208 -149.754200 5.368210
1.079287 -152.315200 6.359681
